show_model_rank_pos,not_rendom_generate,show_model_skill_scale,show_model_pos,buff_path,left_right_action,show_model_path_B,show_model_path_city,hero_detail_shadow_scale,show_model_rank_scale,hero_detail_shadow_pos,hero_showtime_name,city_model_path,half_icon_path_B,half_icon_path_location,canon_path,id,show_model_scale,model_path,gacha_preview_pic,show_model_path,walk_sound,ui_path,model_size,queue_icon_path_B,Temporary_model,show_model_skill_pos,pose_icon_path,half_icon_path,Heroimg_model,queue_icon_path,fire_path,canon_rotation,world_model_path,queue_model_path
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",10,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",11,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",12,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",13,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",14,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",15,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",16,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",17,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",18,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",19,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",20,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",21,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",22,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_13","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",23,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",24,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",25,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",26,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",27,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",28,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",29,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",30,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",31,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",32,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",33,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",34,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",35,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",36,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",37,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",38,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",39,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",40,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/PVE/DyHeroes/A_Hero_ben_low.prefab","","","vehicle_tanke_skin/To_unity/Root/gun_a/gun",41,0,"Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab","","ben","","","1","","","{}","cfm_yingxiong_pose_12","hero_icon_1007","","hero_icon_1007","[""vehicle_tanke_skin/To_unity/Root/gun_a/gun/gun_c/gun_d/guadian""]","{}","Assets/_Art_LastWar/Models/Cars/tanke/prefab/A_vehicle_tanke.prefab",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2101,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10002","","worker_icon_10002","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2102,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10004","","worker_icon_10004","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2103,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10004","","worker_icon_10004","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2104,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10004","","worker_icon_10004","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2105,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10009","","worker_icon_10009","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2106,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10001","","worker_icon_10001","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2107,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10002","","worker_icon_10002","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2108,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10003","","worker_icon_10003","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2109,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10002","","worker_icon_10002","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2110,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10005","","worker_icon_10005","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2111,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10006","","worker_icon_10006","{}","{}","",""
"{}","1",0,"{}","{}","","","","{}",0,"{}","","Assets/Main/Prefabs/City/Worker/A_Hero_nvniuzai.prefab","","","",2112,0,"","","","","","1","","","{}","worker_halfbody_3301","worker_icon_10007","","worker_icon_10007","{}","{}","",""
